citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
37406,21415,Verified email at rug.nl,98,80,327,274,2019,1988,André P.C. Faaij,"Director of Science ECN part of TNO Distinguished Professor Energy System Analysis, University of energy None","energy,environmental science,engineering,renewable_energy,bioenergy",689
38584,16100,Verified email at cs.ucsd.edu - ,80,60,148,126,2019,1961,Stefan Savage,"Professor of Computer Science and Engineering,  UC San Diego None","Security,Computer Security,Networking,Computer Networks,Operating Systems",254
38241,10073,Verified email at cs.cornell.edu - ,89,47,240,156,2020,1951,Joseph Halpern,"Professor of Computer Science,  Cornell University None","Artificial Intelligence,decision theory,game theory,modal logic,multi-agent systems",564
38958,26481,Verified email at cs.ucla.edu - ,77,60,185,169,2019,1758,Amit Sahai,"Symantec Chair Professor of Computer Science,  UCLA ; Director of Center for Encrypted Functionalities","Cryptography,Theoretical Computer Science,Computational Complexity,Information Theory,Secure Computation",359
38963,15003,Verified email at cs.orst.edu - ,73,47,195,127,2019,1978,Thomas Dietterich,"Distinguished Professor (Emeritus), Computer Science,  Oregon State University None","Machine Learning,Computational Sustainability,Artificial Intelligence,Reinforcement Learning",401
39196,17521,Verified email at mit.edu,66,54,129,114,2019,1987,Marc Baldo,", Dept of Electrical Engineering and Computer Science MIT None",,300
39516,19742,Verified email at jhu.edu,89,66,432,314,2020,1735,Russell H. Taylor,"Professor of Computer Science,  Johns Hopkins University None","Robotics,Medical Robotics,Computer-Integrated Surgery,Computer-Assisted Surgery",939
38992,19895,Verified email at pku.edu.cn - ,90,62,691,408,2019,1970,Wen Gao,"Professor of Computer Science,  Peking University None","video coding,video processing,computer vision,multimedia",1872
39537,9216,Verified email at cs.rutgers.edu,58,25,106,47,2018,1979,tomasz imielinski,"Professor of Computer Science,  Rutgers University None","Data Mining,Search Technology",207
39836,18167,Verified email at nd.edu - ,76,49,258,152,2019,1944,Kevin W. Bowyer,"Schubmehl-Prein Family Professor of Computer Science and Engineering,  University of Notre Dame None","Biometrics,Pattern Recognition,Computer Vision,Data Mining",624
39842,8669,Verified email at cs.wisc.edu,86,37,206,90,2019,1926,Miron Livny,"Professor of Computer Science,  University of wisconsin-Madison None","High Throughput Computing,Distributed Systems",451
40095,21306,Verified email at stanford.edu,83,64,217,178,2019,1988,Dan Jurafsky,"Professor of Linguistics and Computer Science,  Stanford University None","Natural Language Processing,Speech Recognition,Computational Linguistics,Linguistics,Computational Social Science",300
40119,21757,Verified email at mit.edu - ,99,78,221,204,2019,1984,Sangeeta N. Bhatia,"John J. and Dorothy Wilson Professor of Health Sciences and Technology and Electrical Engineering and Computer Science,  Massachusetts Institute of Technology None",Multiscale Regenerative Technologies,482
40231,18753,Verified email at mail.huji.ac.il,70,50,114,86,2019,1990,Yair Weiss,"Professor of Computer Science,  Hebrew University None","Machine Learning,Computer Vision,Human Vision",208
40562,11789,Verified email at in.tum.de - ,94,51,220,159,2019,1990,Burkhard Rost,"Professor of Computer Science & Computational Biology & Bioinformatics,  TUM , Munich","computational biology,bioinformatics,machine learning,evolution,protein prediction and sequence analysis",377
40265,25515,Verified email at princeton.edu - ,81,67,239,205,2019,1991,Thomas L. Griffiths,"Professor of Psychology and Computer Science,  Princeton University None","Computational Models of Cognition,Cognitive Science,Machine Learning,Cognitive Psychology,Bayesian Statistics",517
40702,12363,Verified email at bu.edu - ,53,32,122,71,2019,1978,Simon Kasif,"Professor of Biomedical Engineering, Computer Science and Bioinformatics,  Boston University None","Systems Biology,Computational Biology,Diabetes,Machine Learning,Artificial Intelligence",263
40731,21499,Verified email at usc.edu - ,67,53,166,126,2019,1989,Laurent Itti,"Professor of Computer Science,  University of Southern California None","Computational neuroscience,machine vision,artificial intelligence",378
40782,10457,Verified email at cs.dal.ca - ,49,32,160,88,2019,1978,Evangelos Milios,"Professor of Computer Science,  Dalhousie University None","Text mining,social network analysis,text visualization,visual analytics",394
40851,10161,No verified email,94,50,419,182,2019,1961,hamada zahraa,                                Assistant Lecturer in computer science None None,,1283
41033,16873,Verified email at cs.ucsd.edu - ,67,46,139,111,2019,1957,Vineet Bafna,"Professor, Computer Science & Engineering,  University of California, San Diego None","Bioinformatics,Computational Biology",247
40738,24235,Verified email at unb.ca,83,61,766,493,2019,1957,Harry Zhang,"Professor of Computer Science,  University of New Brunswick None","machine learning,data mining,artificial intelligence",3106
41151,10569,Verified email at cs.utexas.edu - ,65,38,192,76,2019,1899,Dana Ballard,"Professor of Computer Science,  University of Texas at Austin None","Neuroscience,Computational neuroscience,motor control",489
41354,35483,Verified email at cs.jhu.edu - ,26,26,29,29,2019,2007,Ben Langmead,"Associate Professor of Computer Science,  Johns Hopkins University None","Sequence Alignment,Computational Genomics,Cloud Computing,Computer Science",59
41069,15697,Verified email at purdue.edu - ,98,61,600,338,2019,1956,Elisa Bertino,"Professor of Computer Science, Director of Cyber Center,  Purdue University None","Computer Security,Data Privacy,Database Systems",1653
41385,14862,Verified email at icsi.berkeley.edu - ,92,61,229,171,2019,1982,Michael Luby,International Computer Science Institute Homepage None,"coding theory,distributed reliable storage,cryptography,randomized algorithm,monte carlo algorithms",410
42167,7258,Verified email at weizmann.ac.il - ,77,38,212,116,2019,1971,David Harel,"Professor of Computer Science, The  Weizmann Institute None","computer science,systems biology",530
42393,9561,Verified email at cs.vu.nl - ,75,36,255,105,2018,1899,Andrew Tanenbaum,"Professor of Computer Science,  Vrije Universiteit, Amsterdam None",Operating systems,614
42590,14548,Verified email at manchester.ac.uk - ,75,45,187,124,2020,1980,Tim Cootes,"Professor of Computer Vision, Imaging Sciences/Computer Science/BII, The  University of Manchester None","Computer Vision,Medical Image Analysis,Medical Image Computing,Medical Imaging",369
41395,15473,Verified email at cse.ohio-state.edu,87,53,576,286,2019,12,James W. Davis,"Professor of Computer Science,  Ohio State University None",Computer Vision,3039
42969,12393,Verified email at cis.upenn.edu - ,86,49,220,158,2019,1970,Rajeev Alur,"Zisman Family Professor of Computer and Information Science,  University of Pennsylvania None","Formal methods,Cyber-physical systems,Programming languages,Automata theory,Logic in computer science",420
43229,14782,Verified email at berkeley.edu - ,90,58,206,144,2019,1969,Joseph Hellerstein,"Professor of Computer Science,  UC Berkeley None","Databases,Distributed Systems",360
43009,23953,Verified email at njit.edu - ,86,63,967,544,2018,1956,Jason T. L. Wang,"Professor of Computer Science,  New Jersey Institute of Technology None","Data Mining,Databases,Machine Learning,Computational Biology",3090
43250,33688,No verified email,70,56,690,531,2019,1953,Sanjoy Kumar Saha,"Associate Professor, Jadavpur University, Computer Science & Engg. Department, Kolkata, India Image Processing None","Image Processing,Multimedia",3192
43258,26446,Verified email at epfl.ch - ,89,63,309,222,2019,1986,Pascal Fua,"Professor Computer Science,  EPFL None","Computer Vision,Augmented Reality,Biomedical Imaging,Machine Learning",482
43418,15260,Verified email at sbi.jp,79,53,276,142,2019,1976,Hiroaki Kitano,"The Systems Biology Institute, Director / Sony Computer Science Laboratories, Inc., President and CEO / Okinawa Institute of Science and Technology, Professor systems biology None","systems biology,artificial intelligence,robotics,scientific discovery",690
43818,16318,Verified email at mpi-inf.mpg.de,105,62,579,352,2019,1913,Hans-Peter Seidel,"Professor of Computer Science,  Max Planck Institute for Informatics , Saarland Informatics Campus","Computer Graphics,Geometric Modeling,Geometry Processing,Rendering,Video Processing",1215
43982,18080,Verified email at cs.duke.edu,60,41,109,70,2019,1981,Carlo Tomasi,"Professor of Computer Science,  Duke University None",Computer Vision,235
43859,28063,Verified email at uta.edu - ,82,66,484,401,2019,1981,Chris H.Q. Ding,"Professor of computer science,  University of Texas, Arlington None","machine learning,data mining,bioinformatics,computer vision",1492
44382,13540,Verified email at cs.columbia.edu - ,78,43,211,120,2019,1950,Steven Feiner,"Professor of Computer Science,  Columbia University None","Human-Computer Interaction,Augmented Reality,Virtual Reality,3D User Interfaces,Wearable Computing",499
44808,22833,Verified email at cs.ucr.edu - ,89,72,194,171,2019,1968,Eamonn Keogh,"Professor of Computer Science,  University of California - Riverside None","Data Mining,Time Series,Time Series Mining",375
45340,19790,Verified email at cs.washington.edu - ,84,57,158,128,2019,1994,Pedro Domingos,"Professor of Computer Science and Engineering,  University of Washington None","Machine Learning,Artificial Intelligence,Data Science",299
45363,15813,Verified email at weizmann.ac.il - ,90,58,196,147,2019,1982,Moni Naor,"Professor of Computer Science,  Weizmann Institute of Science None",,409
44229,30382,No verified email,79,68,1016,734,2018,1954,Linghao Zhang,"Department of Computer Science, Nanjing University software testing None","software testing,self-adaptive systems",3132
45574,6634,Verified email at csail.mit.edu - ,67,32,134,64,2019,1950,rodney brooks,"Professor of Computer Science,  MIT None","artificial intelligence,robotics,computer vision",320
45398,15018,Verified email at illinois.edu - ,76,49,314,153,2020,1957,William Gropp,"Professor of Computer Science,  University of Illinois None","High performance computing,HPC,Parallel computing,Scientific Computing",799
45747,26343,Verified email at utoronto.ca - ,82,69,165,159,2019,1999,Gary Bader,"Professor of Molecular Genetics and Computer Science, The Donnelly Centre,  University of Toronto None","Computational Biology,Network and Pathway Analysis,Bioinformatics",263
46644,15681,Verified email at cs.stanford.edu - ,72,50,125,105,2019,1970,Marc Levoy,"Professor of Computer Science, Emeritus,  Stanford University None","Computer graphics,computational photography",215
46804,18104,Verified email at eng.ucsd.edu - ,70,46,163,106,2019,1980,David Kriegman,"Professor of Computer Science,  University of California, San Diego None","Computer Vision,Biometrics",320
46925,10575,Verified email at csail.mit.edu - ,60,31,133,65,2019,1968,Berthold Horn,"Professor of Electrical Engineering and Computer Science,  MIT None","Machine Vision,Computational Imaging",318
47626,24623,Verified email at jhu.edu - ,96,64,312,222,2019,1978,Alan Yuille,"Professor of Cognitive Science and Computer Science,  Johns Hopkins University None",,678
47369,22652,Verified email at cs.cinvestav.mx,85,61,363,253,2020,1957,Carlos A. Coello Coello,"Professor of Computer Science,  CINVESTAV -IPN","Evolutionary algorithms,multi-objective optimization,evolutionary computation,particle swarm optimization",941
47658,10198,Verified email at csail.mit.edu,65,35,142,87,2019,1971,David Clark,"Senior Research Scientist, Computer Science and AI Lab,  MIT None","Computer networks,Internet,network performance,policy",383
48231,25895,Verified email at cs.princeton.edu,86,48,270,186,2019,1925,Kai Li,"Professor of computer science,  Princeton university  ","Operating systems,parallel computing,computer architecture,content-based search,computational biology",861
48426,10388,Verified email at cs.cmu.edu - ,92,46,425,201,2019,1909,Katia Sycara,"Professor School of Computer Science,  Carnegie Mellon University None","Artificial Intelligence,Multi-Robot  Systems,Human Robot Interaction,Multi-Agent Systems,Semantic Web",982
48478,12754,Verified email at cs.stonybrook.edu - ,57,38,155,93,2019,1843,Samir R. Das,"Professor, Computer Science Department,  Stony Brook University None","wireless networks,sensor networks,ad hoc networks,dynamic spectrum access",906
48699,12594,Verified email at cs.stanford.edu,89,49,169,118,2019,1969,Stuart K. Card,"Adjunct Professor, Computer Science Dept.,  Stanford University None",Human Computer Interaction,305
49100,15874,Verified email at iro.umontreal.ca - ,59,35,116,75,2019,1978,Gilles Brassard,"Professor of computer science,  Université de Montréal None","quantum information,cryptography,foundations of physics",188
49547,28696,Verified email at cs.princeton.edu - ,106,73,294,226,2019,1990,Jennifer Rexford,"Professor of Computer Science,  Princeton University None","Networking,Computer Networks,Internet Routing,Network Management",540
49618,10540,Verified email at brown.edu - ,73,42,167,86,2018,1952,Eugene Charniak,"Professor of Computer Science,  Brown University None","Artificial Intelligence,Computational Linguistics,Natural-Language Processing",279
49600,14436,Verified email at umich.edu - ,106,60,634,289,2019,1812,Kang G. Shin,"Kevin & Nancy O'Connor Professor of Computer Science,  University of Michigan None","Real-time embedded systems,cyber-physical systems,computer networks,security and privacy,mobile and wireless computing and c",1413
49794,22968,Verified email at cs.berkeley.edu - ,92,72,195,150,2019,1969,David Wagner,"Professor of Computer Science,  UC Berkeley None",computer security,364
49905,17035,Verified email at weizmann.ac.il,89,54,200,143,2019,1981,Oded Goldreich,"Professor of Computer Science,  Weizmann Institute of Science None","Theory of computation,Theoretical Computer Science",525
49936,23039,Verified email at eng.ucsd.edu,90,64,213,157,2019,1971,Pavel Pevzner,"Professor of Computer Science,  University of California at San Diego None","Bioinformatics,Algorithms,Computational Biology",413
49693,15970,Verified email at cs.drexel.edu,80,50,550,261,2019,14,Jeremy Johnson,"Professor of Computer Science,  Drexel University None",,3100
50236,18738,Verified email at ics.uci.edu - ,77,52,202,143,2019,1985,Padhraic Smyth,"Professor, Computer Science,  University of California Irvine None","machine learning,artificial intelligence,pattern recognition,data mining,applied statistics",426
50722,15765,Verified email at cs.umass.edu - ,105,61,337,211,2019,1975,W. Bruce Croft,"Distinguished Professor of Computer Science,  University of Massachusetts Amherst None",Information Retrieval,624
50884,14428,Verified email at cs.ox.ac.uk - ,94,56,349,202,2019,1985,Ian Horrocks,"Professor of Computer Science,  University of Oxford None","Semantic Web,Ontologies,Knowledge Representation,Artificial Intelligence,Logic in Computer Science",893
50174,38653,Verified email at uestc.edu.cn,92,76,1034,912,2019,1971,Junlin Zhou,"Associate Professor of Computer Science,  Uninversity of Electronic Science and Technology of China None","Recommender System,Data Mining,Big Data Analyze",3292
51920,21268,Verified email at cs.columbia.edu - ,122,74,284,242,2019,1980,Shree Nayar,"Professor of Computer Science,  Columbia University None","Computer Vision,Computational Imaging,Computational Photography,Computer Graphics,Robotics",476
51857,31858,Verified email at asu.edu - ,97,82,375,308,2019,1986,Huan Liu,"Professor of Computer Science and Engineering,  Arizona State University None","Feature Selection,Data Mining,Social Computing,Social Media Mining,Social Network Analysis",725
52258,20847,Verified email at columbia.edu - ,114,70,471,306,2019,1991,Shih-Fu Chang,"Professor of Electrical Engineering and Computer Science,  Columbia University None","Multimedia,Computer Vision,Machine Learning,Signal Processing,Information Retrieval",878
52055,9344,Verified email at liacs.leidenuniv.nl,86,37,370,119,2019,1966,Grzegorz Rozenberg,"Professor of Computer Science,  Leiden University None","computer science,natural computing,concurrency,formal language theory,computability",1152
52923,11321,Verified email at cs.pitt.edu,71,36,197,67,2018,1764,Bruce Buchanan,"University Professor of Computer Science,  University of Pittsburgh None","Artificial Intelligence,Philosophy of Science,Medical Informatics,Expert Systems,Dendral and Mycin",430
53262,14401,Verified email at usc.edu,93,59,229,156,2019,1814,Ramesh Govindan,"Professor of Computer Science,  University of Southern California None",Computer Networks,488
53379,24737,Verified email at uchicago.edu - ,98,62,195,146,2019,1989,Michael Franklin,"Liew Family Chair of Computer Science,  University of Chicago None","Data Management,Database Systems,Computer Systems,Distributed Systems",359
53575,20101,Verified email at eng.ucsd.edu - ,103,72,219,190,2019,1977,Mihir Bellare,"Professor, Department of Computer Science and Engineering,  University of California San Diego  (UCSD)","Cryptography,Security,Theory",288
52317,25385,Verified email at mirlab.org - ,57,46,541,407,2019,1957,J.-S. Roger Jang,"Dept of Computer Science and Information Engineering, National Taiwan University, Taiwan Homepage None","machine learning,neural networks,music analysis and retrieval,speech recognition/scoring/synthesis,image analysis/understand",3077
54432,29841,Verified email at cs.berkeley.edu - ,108,86,246,223,2020,1976,Dawn Song,"Professor of Computer Science,  UC Berkeley None",Computer Security and Privacy,436
53835,26940,Verified email at um.edu.my,95,63,1135,625,2018,1958,Lee Sai Peck,"Professor, Faculty of Computer Science and Information Technology,  University of Malaya None",Software Engineering,3141
54737,18704,Verified email at ee.stanford.edu,128,64,426,277,2019,1982,Mark Horowitz,Professor of Electrical Engineering and Computer Science VLSI None,"VLSI,Hardware,Graphics and Imaging,Applying Engineering to Biology",731
54649,31554,Verified email at zju.edu.cn,93,72,1115,722,2016,1948,Yizhong Zhang,"Ph.D Student of Computer Science,  Zhejiang University None",Computer Graphics,3130
54899,35081,Verified email at cs.cornell.edu - ,83,66,175,153,2019,1990,Serge Belongie,"Professor of Computer Science,  Cornell University  and Cornell Tech","Computer Vision,Machine Learning",303
54930,28905,Verified email at crcv.ucf.edu - ,106,81,350,249,2019,1783,Mubarak Shah,"Trustee Chair Professor of Computer Science,  University of Central Florida None",Computer Vision,694
55475,18656,Verified email at ucla.edu - ,101,63,318,207,2019,1977,Mani Srivastava,"Professor of Electrical & Computer Engineering, and Professor of Computer Science,  UCLA None","Embedded Systems,Wireless Networks,Cyber-Physical Systems,Mobile Computing,Sensor Networks",789
55952,44453,Verified email at cs.nyu.edu - ,64,59,97,88,2019,1998,Rob Fergus,"Research Scientist, Facebook  &  Professor of Computer Science,  New York University None","Machine Learning,Computer Vision",171
56255,39487,Verified email at csail.mit.edu - ,93,84,180,166,2019,1997,Antonio Torralba,"Professor of Computer Science,  MIT None","vision,computer vision",309
57509,45152,Verified email at cs.stanford.edu - ,97,91,208,198,2019,1899,Jure Leskovec,"Professor of Computer Science,  Stanford University None","Data mining,Social Network Analysis,Information Networks",361
57933,35529,Verified email at cs.technion.ac.il - ,84,67,201,169,2019,1986,Michael Elad,"Professor of Computer Science,  Technion , Israel","Image Processing,Signal Processing,Inverse Problems,Sparse Representations",403
58062,17169,Verified email at cs.dartmouth.edu - ,31,16,57,24,2018,1986,Thomas Cormen,"Professor of Computer Science,  Dartmouth College None",Algorithms,153
59799,19231,Verified email at cs.cmu.edu - ,96,66,202,150,2018,1964,Sara Kiesler,"Emeritus Hillman Professor of Computer Science and Human Computer Interaction,  Carnegie Mellon None","human-computer interaction,collaboration,human-robot interaction,social computing,online communities",369
56793,41075,Verified email at unbc.ca,94,84,987,849,28,1979,Liang Chen,"Professor of Computer Science,  University of Northern British Columbia None","Artificial Intelligence,Face Recognition,Voting Theory,Information Retrieval",3159
60616,23982,Verified email at cs.cornell.edu - ,70,59,152,126,2019,1971,Thorsten Joachims,"Professor of Computer Science,  Cornell University None","Machine Learning,Information Retrieval",299
60320,11912,Verified email at cs.ucla.edu - ,80,40,234,116,2019,1960,Demetri Terzopoulos,"Distinguished Professor & Chancellor's Professor of Computer Science,  UCLA None","Computer Graphics,Computer Vision,Medical Image Analysis,Computer-Aided Design,Artificial Intelligence",694
60986,16145,Verified email at aalto.fi,71,37,217,98,2017,1973,Erkki Oja,"Professor of Computer Science and Engineering,  Aalto University None","Machine learning,pattern recognition",508
61014,19083,Verified email at virginia.edu,117,60,346,207,2019,1812,John Stankovic,"Professor of Computer Science,  University of Virginia None","wireless sensor networks,cyber physical systems,real-time systems",714
61510,22663,Verified email at cs.umd.edu,111,78,499,278,2019,1899,Larry Davis,"Professor of Computer Science,  University of Maryland None",Computer Vision,1116
61564,25974,Verified email at cs.stanford.edu,119,75,417,278,2019,1974,Leonidas Guibas,"Professor of Computer Science,  Stanford University None","Geometry Processing&Modeling,Computational Geometry,Geometric&Topological Data Analysis,Computer Vision,Computer Graphics",717
61376,37777,Verified email at my.cityu.edu.hk,101,77,1182,900,2019,1966,Ran WANG (王冉),"Department of Computer Science,  City University of Hong Kong None","Artificial Intelligence,Machine Learning,Pattern Recognition",3113
61715,22987,Verified email at inf.ethz.ch - ,94,67,214,188,2019,1979,Adrian Perrig,"Professor of Computer Science at  ETH Zürich , Adjunct Professor of ECE and EPP at CMU","Security,Networking,Internet Security,IoT,Computer Security",484
62337,26733,Verified email at cs.washington.edu - ,105,73,221,181,2019,1972,Dieter Fox,"Professor of Computer Science and Engineering,  University of Washington , and Nvidia Research","Robotics,Artificial Intelligence,Computer Vision",434
62936,15539,Verified email at cs.rpi.edu - ,91,49,289,138,2019,1967,Jim Hendler,"Professor of computer science,  RPI None","Semantic web,artificial intelligence,web science",746
63020,17372,Verified email at mit.edu - ,93,58,233,161,2019,1981,David Karger,"Professor of Computer Science,  MIT None","Information Management,HCI,Semantic Web,PIM,Algorithms",462
63673,12717,Verified email at cs.stanford.edu,101,54,214,128,2017,1984,Jennifer Widom,"Professor of Computer Science,  Stanford University None",Database and Information Management,354
64087,33334,Verified email at mail.huji.ac.il - ,90,57,164,132,2019,1981,Nir Friedman,"Professor of Computer Science and Life Sciences,  Hebrew University None","Computational Biology,Systems Biology,Chromatin,Transcription,Epigenetics",241
65100,17029,Verified email at cs.ucla.edu - ,99,59,302,181,2019,1986,Lixia Zhang,"Professor of Computer Science,  UCLA None","network protocol design,Internet architecture",641
65410,14913,Verified email at mit.edu,73,47,162,127,2019,1967,Robert Morris,"Professor of Computer Science,  MIT None","Networks,Operating Systems,Distributed Systems",293
64957,44847,Verified email at chu.edu.tw,101,78,1235,999,2020,1962,Jian-Hung Chen,"Professor of Computer Science and Information Engineering,  Chung Hua University None","Evolutionary Computation,Multi-objective Optimization,Computer-Aided Manufacturing,Sensor Networks",2870
66144,19559,Verified email at ics.uci.edu - ,96,61,509,247,2020,1953,Ramesh Jain,"Professor of Computer Science,  University of California, Irvine None","Multimedia,Search,Social computing,Artifical Intelligence,Computer Vision",2183
66433,17969,Verified email at gc.cuny.edu - ,77,30,336,88,8,1967,Robert M. Haralick,"Distinguished Professor of Computer Science, Graduate Center,  City University of New York None","Pattern Recognition,Image Processing,Computer Vision,Document Image Analysis,Artificial Intelligence",873
66313,45085,Verified email at asu.edu - ,110,89,1224,1013,2020,1983,Xufei Wang,"PhD Candidate at Computer Science and Engineering,  Arizona State University None","Social Computing,Data Mining,Machine Learning",2404
67574,27293,Verified email at umn.edu - ,92,61,248,189,2019,1985,George Karypis,"Professor, Department of Computer Science & Engineering,  University of Minnesota None","Data mining,Parallel computing,Recommender systems,Learning analytics,Chemical informatics",522
67655,31575,Verified email at mit.edu,109,83,277,229,2019,1962,William T. Freeman,"Professor of Computer Science,  MIT None","computer vision,computational photography",488
68725,15704,No verified email - ,65,28,141,57,2003,1899,Gerard Salton (1927-1995),"Professor of Computer Science, Cornell University Homepage None",Information Retrieval,287
70283,43636,Verified email at manchester.ac.uk,34,26,48,40,2018,1995,Fredrik Schedin,"Senior Experimental Officer, School of Computer Science,  University of Manchester None","Graphene Devices and Applications,Nanotechnology,Nano-optics",84
69414,30587,Verified email at cs.umass.edu - ,99,73,246,204,2019,1990,Andrew McCallum,"Distinguished Professor of Computer Science,  University of Massachusetts Amherst None","Machine Learning,Natural Language Processing,Information Extraction,Artificial Intelligence,Social Network Analysis",457
70533,19895,Verified email at ucsd.edu - ,83,44,325,153,2019,1901,Ronald Graham,"Professor of Mathematics and Computer Science,  UC San Diego None","combinatorics,graph theory,number theory,combinatorial geometry,theoretical computer science",899
71678,18057,Verified email at mtu.edu.et,108,57,506,236,2018,1961,Daraje Kaba,"Lecturer of computer Science, Mizan-Tepi University Computer science None","Computer science,Artificial neural network",1161
3,3,Verified email at daimler.com,1,1,0,0,2018,2017,Natalie Hube,", Mercedes-Benz Werk Sindelfingen, Virtual Reality Center, CoC Virtual- & Mixed-Reality Daimler AG None",,6
3,3,Verified email at vanderbilt.edu,1,1,0,0,2018,2018,Noorin Suhaila Asjad,"Virtual Reality Researcher,  Vanderbilt University None","virtual reality,machine learning",1
6,6,Verified email at licheegame.com,1,1,0,0,2014,2010,Muzi Li,"Visiting Scholar of Virtual Reality, McMaster University Interactive Media None","Interactive Media,VR,AR,MR",9
71395,24140,Verified email at manchester.ac.uk,105,56,559,269,2019,1800,Chris Taylor,"Professor of Imaging Science and Computer Science,  University of Manchester None","computer vision,medical imaging,medical image analysis,medical image computing,artificial intelligence",3030
11,11,Verified email at am.amrita.edu - ,1,1,0,0,2019,2016,Sooraj K Babu,"Software Engineer, Virtual Reality and Serious Games, AMMACHI Labs,  Amrita University None","VR,AR,Serious Games,Educational Technology,HRI",6
13,13,No verified email - ,2,2,0,0,2016,2015,Gamini Perhakaran,Center of Innovative Advanced Virtual Reality Homepage None,"Virtual Reality,Human Computer Interaction,Autism",2
16,16,Verified email at google.com - ,1,1,1,1,2016,2012,Manfred Zabarauskas,"Product Manager, Virtual Reality,  Google None","Artificial Intelligence,Robotics,Virtual Reality,Cloud Computing,Human-Computer Interaction",4
22,22,Verified email at vrphobia.eu,2,2,0,0,2014,2012,Chelsie Boyd,Virtual Reality Medical Institute  Virtual Reality None,"Virtual Reality,eHealth,Mobile Health",6
26,24,No verified email,3,3,0,0,2017,2010,Pierre Martin,Phd. Engineer in Virtual Reality Virtual Reality None,"Virtual Reality,CAD,Multimodality,Interaction",8
73776,21279,Verified email at epfl.ch - ,113,57,448,250,2019,1983,martin vetterli,"Professor of computer and communication science,  Ecole Polytechnique  Federale Lausanne","signal processing,communications,information theory",936
72143,12074,Verified email at cs.columbia.edu - ,90,39,432,197,2019,1990,Henning Schulzrinne,"Professor of Computer Science,  Columbia University None","Networks,multimedia,telecommunications policy,IoT",1124
75423,38660,Verified email at cs.waikato.ac.nz - ,50,43,84,78,2019,1996,Eibe Frank,"Professor, Department of Computer Science,  University of Waikato None","Machine Learning,Data Mining",115
75734,37784,Verified email at cs.stanford.edu - ,113,90,257,224,2019,1976,Dan Boneh,"Professor of Computer Science,  Stanford University None","Cryptography,Computer Security,Computer Science Theory",455
73964,35042,Verified email at informatik.uni-freiburg.de - ,106,78,421,346,2020,1972,Wolfram Burgard,"Professor of Computer Science,  University of Freiburg None","Artificial Intelligence,Robotics",974
76168,18400,Verified email at cs.huji.ac.il - ,62,29,112,60,2018,1968,Scott Kirkpatrick,"Professor, School of Engineering and Computer Science,  Hebrew University None","condensed matter physics,computer science,optimization,networks",242
75913,53718,Verified email at columbia.edu - ,83,74,177,167,2019,1992,David Blei,"Professor of Statistics and Computer Science,  Columbia University None","Machine Learning,Statistics,Probabilistic topic models,Bayesian nonparametrics,Approximate posterior inference",392
76568,26899,No verified email,131,82,332,241,2013,1975,Azmed Zweil,"Professor of Computer Science, Artificial Intelligence None",Artificial Intelligence,483
77150,46383,Verified email at decsai.ugr.es - ,137,103,548,452,2020,1990,Francisco Herrera,"Professor Computer Science and AI, Granada Univ.; Senior Associate Researcher in DL&ML at Sherpa.ai Homepage None","Artificial Intelligence,Computational Intelligence,Data mining,Evolutionary Algorithms,Big Data Analytics",1012
77304,29096,Verified email at cs.berkeley.edu - ,76,51,200,132,2020,1980,Stuart Russell,"Professor of Computer Science,  University of California, Berkeley None",Artificial Intelligence,456
27,27,Verified email at uni-weimar.de - ,3,3,1,1,2019,2016,Tim Weissker,"Virtual Reality and Visualization Research Group,  Bauhaus-Universität Weimar None","Multi-User Virtual Reality,Group Navigation,Head-Mounted Displays,Mobile Devices",8
35,35,Verified email at vrvis.at - ,4,4,1,1,2019,2014,Daniel Cornel,VRVis Zentrum für Virtual Reality und Visualisierung Forschungs-GmbH Homepage None,"Computer graphics,rendering,visualization,geometry processing",15
35,35,No verified email - ,4,4,1,1,2016,2014,Imran Mahalil,"Centre Innovative Advance Virtual Reality, Uniten Homepage None","Virtual reality,Augmented Reality",7
36,19,Verified email at rowan.edu - ,4,3,0,0,2018,2008,George Lecakes,"Director of Rowan Virtual Reality Lab,  Rowan University None","Virtual Reality,Computer Graphics,Simulation,Visualization,Immersion",13
59,59,Verified email at oulu.fi - ,2,2,2,2,2019,2014,Katherine J. Mimnaugh,"PhD Researcher in Virtual Reality and Robotics,  University of Oulu None","virtual reality,robotics,affect,psychophysiology",6
66,23,Verified email at garmin.com,5,3,4,0,2009,2005,Muthukkumar Kadavasal,"Garmin International, Virtual Reality Applications Center ISU, Avaya Research Virtual reality None","Virtual reality,2d and 3d graphics",12
77452,19365,Verified email at cs.princeton.edu,113,67,287,192,2019,1971,Robert Tarjan,"Professor of Computer Science,  Princeton University None","data structures,graph algorithms,analysis of algorithms",499
78933,65374,Verified email at cs.stanford.edu - ,95,87,218,216,2019,1923,Li Fei-Fei,"Professor of Computer Science,  Stanford University None","Artificial Intelligence,Machine Learning,Computer Vision,Neuroscience",414
81477,13822,No verified email - ,81,33,169,65,2014,1950,Allen Newell,"Professor of Computer Science, Carnegie Mellon Homepage None",Artificial Intelligence,328
